INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie total de ejidos y comunidades Agrarias segun distribucion interna de la tierra ,,,,,,,,cuadro 1,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades,superficie_total_(ha),distribucion_interna_de_la_tierra_(ha)_superficie_parcelada,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_uso_comun,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_reserva_de_crecimiento,otras_superficies_(ha),unidad_de_medida
Huasabas,     C,19362.0000,1000.0000,18302.0000,18222.0000,80.0000,0.0000,60.0000,Hectarea
Huatabampo,57,169822.2000,28378.8000,138535.4200,135036.0800,3499.3400,224.0000,2907.9800,Hectarea
Huepac,3,25053.0000,186.0000,24867.0000,24867.0000,0.0000,0.0000,0.0000,Hectarea
Imuris,6,51088.0000,15456.0000,35372.0000,34430.0000,942.0000,69.0000,260.0000,Hectarea
Magdalena,9,50899.0000,4147.0000,46432.0000,45916.0000,516.0000,62.0000,320.0000,Hectarea
Mazatan,3,23152.0000,1978.0000,21093.0000,21027.0000,66.0000,11.0000,81.0000,Hectarea
Moctezuma,4,71174.0000,23681.0000,46452.0000,46402.0000,50.0000,12.0000,1041.0000,Hectarea
Naco,     C,68898.0000,1220.0000,67439.7200,67245.0000,194.7200,0.0000,238.2800,Hectarea
Nacori Chico,4,77178.4000,3877.0600,71927.8000,71510.6600,417.1400,13.4600,1373.5400,Hectarea
Nacozari de Garcia,4,28626.0000,0.0000,28263.0000,27698.0000,565.0000,0.0000,363.0000,Hectarea
Navojoa,45,138525.5000,48119.0000,88534.5000,86633.0000,1901.5000,131.0000,1872.0000,Hectarea
Nogales,8,53177.0000,17908.0000,35056.9500,34922.8000,134.1500,20.0000,212.0500,Hectarea
Onavas,     C,40000.5200,1000.0200,38977.0000,38967.0000,10.0000,0.0000,23.5000,Hectarea
Opodepe,6,54050.0000,3015.0000,51035.0000,50970.0000,65.0000,2.0000,0.0000,Hectarea
Oquitoa,     C,15458.0000,54.0000,15404.0000,15404.0000,0.0000,0.0000,0.0000,Hectarea
Pitiquito,11,244452.0000,78902.0000,165089.0000,164904.0000,185.0000,6.0000,461.0000,Hectarea
Puerto Peñasco,27,232326.1000,44243.5800,187812.3000,186227.9400,1584.3600,80.1400,270.2200,Hectarea
Quiriego,17,94168.0000,29921.0000,63925.0000,63644.0000,281.0000,33.0000,322.0000,Hectarea
Rayon,5,31884.0000,671.0000,31067.0000,30910.0000,157.0000,80.0000,146.0000,Hectarea
Rosario,17,128036.0000,18222.0000,109339.0000,109112.0000,227.0000,3.0000,475.0000,Hectarea
Sahuaripa,18,145174.0000,37662.7500,106537.2500,106348.0000,189.2500,113.5000,974.0000,Hectarea
San Felipe de Jesus,     C,15058.0000,0.0000,15058.0000,15058.0000,0.0000,0.0000,0.0000,Hectarea
San Javier,     C,16434.0000,8182.0000,8248.0000,8244.0000,4.0000,0.0000,4.0000,Hectarea
San Luis Rio Colorado,41,731224.0000,155458.0000,573827.6000,570016.0000,3811.6000,350.5000,1938.4000,Hectarea
San Miguel de Horcasitas,4,53348.0000,18452.0000,34846.0000,34729.5000,116.5000,7.0000,50.0000,Hectarea
San Pedro de la Cueva,6,116414.0000,2386.0000,112920.0000,112604.0000,316.0000,0.0000,1108.0000,Hectarea
Santa Ana,7,50615.0000,9381.0000,40713.0000,40445.0000,268.0000,52.5000,521.0000,Hectarea
Santa Cruz,     C,56312.0000,823.0000,55376.0000,55296.0000,80.0000,40.0000,113.0000,Hectarea
Saric,5,30868.0000,517.0000,30351.0000,30321.0000,30.0000,0.0000,0.0000,Hectarea
Soyopa,6,91500.0000,19187.0000,70411.0000,54701.1200,15709.8800,205.0000,1902.0000,Hectarea
Suaqui Grande,     C,18480.0000,15447.0000,3021.0000,2996.0000,25.0000,0.0000,12.0000,Hectarea
Tepache,     C,15472.0000,1595.0000,13842.0000,13751.0000,91.0000,0.0000,35.0000,Hectarea
Trincheras,3,24926.0000,2777.0000,22147.0000,22060.0000,87.0000,0.0000,2.0000,Hectarea
Tubutama,7,63535.0000,1921.0000,61397.0000,61196.0000,201.0000,71.0000,217.0000,Hectarea
Ures,12,95607.8000,8803.4400,86533.3900,86298.4100,234.9800,50.0000,270.9700,Hectarea
Villa Hidalgo,4,26261.0000,3478.0000,22376.0000,22293.0000,83.0000,24.0000,407.0000,Hectarea
Villa Pesqueira,3,46153.0000,8240.0000,37881.0000,37749.0000,132.0000,3.0000,32.0000,Hectarea
Yecora,9,60808.2200,21656.8700,38934.2200,38685.2200,249.0000,10.0000,217.1300,Hectarea
General Plutarco Elias Calles,29,215205.5800,37856.9400,177019.0000,175734.1700,1284.8300,313.8900,329.6400,Hectarea
Benito Juarez,10,6997.0000,2065.0000,4648.5000,4642.5000,6.0000,0.0000,283.5000,Hectarea
San Ignacio Rio Muerto,38,36058.2800,21730.5000,13441.0300,12978.2800,462.7500,112.0000,886.7500,Hectarea
Tabasco,779,1107745.7900,873303.0200,201477.8400,185401.8000,16076.0400,545.5700,32964.9300,Hectarea
Balancan,55,141701.2800,132994.2200,6517.7100,4094.5000,2423.2100,222.4800,2189.3500,Hectarea
Cardenas,62,132452.9200,117268.2900,8854.1000,6860.4700,1993.6300,124.9900,6330.5200,Hectarea
Centla,55,127575.9100,60278.5200,64098.3900,63298.6800,799.7100,20.5000,3199.0000,Hectarea
Centro,64,57769.7600,32110.7300,19726.7800,17201.3500,2525.4300,6.2500,5932.2500,Hectarea
Comalcalco,33,30811.6500,25704.5500,4425.9300,4315.5900,110.3400,6.0000,681.1800,Hectarea
Cunduacan,44,23013.4500,21660.7900,542.5300,32.2000,510.3300,6.7500,810.1400,Hectarea
Emiliano Zapata,14,19380.5900,14302.9400,4335.8300,4127.6300,208.2000,1.6100,741.8200,Hectarea
Huimanguillo,123,180959.6500,170054.9800,9149.8100,6854.6200,2295.1900,55.8800,1754.8600,Hectarea
Jalapa,23,9367.9200,9072.0900,219.2600,14.0000,205.2600,5.0000,76.5700,Hectarea
Jalpa de Mendez,28,15686.6400,11629.2100,3855.5400,3671.0000,184.5400,0.0000,201.9000,Hectarea
Jonuta,37,88696.3800,57816.3900,24243.3100,23917.2700,326.0400,0.0000,6636.6800,Hectarea
Macuspana,66,81114.3200,60851.9500,19557.1500,18773.5300,783.6200,20.0000,705.2200,Hectarea
Nacajuca,29,17189.8900,11824.0100,5103.8600,4461.7300,642.1300,0.0000,262.0200,Hectarea
Paraiso,16,13445.8600,6702.2500,6363.1800,5959.4100,403.7700,0.0000,380.4400,Hectarea
Tacotalpa,36,38517.5500,31231.5500,6811.7700,6051.4400,760.3300,5.7600,474.2300,Hectarea
Teapa,21,15346.8000,10796.9900,4257.9800,4001.0300,256.9600,0.0000,291.8400,Hectarea
Tenosique,73,114715.2200,99003.5600,13414.7300,11767.3700,1647.3500,70.3500,2296.9300,Hectarea
Tamaulipas,1391,2652920.6700,1433707.8600,1172963.6300,1134393.3400,38570.2900,3916.6600,46249.1800,Hectarea
Abasolo,37,64564.0000,39253.0000,23506.0000,23229.0000,277.0000,69.0000,1805.0000,Hectarea
Aldama,62,136641.5800,126876.1000,7395.8300,5781.8900,1613.9400,144.0000,2369.6500,Hectarea
Altamira,39,34673.6200,27106.1100,5545.6500,4023.0000,1522.6500,554.0000,2021.8600,Hectarea
Antiguo Morelos,17,19020.1700,11237.2700,7487.4900,7101.8600,385.6300,56.3300,295.4100,Hectarea
Burgos,19,91907.0000,49393.0000,42130.0000,41675.0000,455.0000,95.0000,384.0000,Hectarea
Bustamante,22,79270.5800,11601.8600,66952.9200,66367.8400,585.0800,143.0000,715.8000,Hectarea
Camargo,9,8443.7100,7457.6800,689.8700,597.3700,92.5000,8.5000,296.1600,Hectarea
Casas,23,55909.2100,18668.0000,36524.2100,36004.7100,519.5000,45.0000,717.0000,Hectarea
Cruillas,10,41055.0000,4038.0000,36788.0000,36639.0000,149.0000,16.0000,229.0000,Hectarea
Gomez Farias,25,33007.0000,8418.0000,24390.0000,23945.0000,445.0000,0.0000,199.0000,Hectarea
Gonzalez,87,101817.9200,83801.3400,15720.1100,13495.0300,2225.0800,61.0400,2296.4700,Hectarea
Güemez,41,53517.7100,24833.2200,27945.8900,26857.9000,1087.9900,115.7300,738.6000,Hectarea
Guerrero,     C,5756.0000,4907.0000,799.0000,743.0000,56.0000,37.0000,50.0000,Hectarea
Gustavo Diaz Ordaz,9,14404.6200,13694.1800,310.2900,57.6200,252.6700,114.5500,400.1500,Hectarea
Hidalgo,62,141794.0000,94916.5000,45250.0000,43348.0000,1902.0000,356.5000,1627.5000,Hectarea
Jaumave,40,170223.5200,15726.9000,153194.8800,152358.6800,836.2000,136.0000,1301.7400,Hectarea
Jimenez,22,29130.0000,15921.0000,12721.0000,12378.5000,342.5000,47.5000,488.0000,Hectarea
Llera,54,121596.0000,60721.2500,59277.2500,57509.2500,1768.0000,77.0000,1597.5000,Hectarea
Mainero,14,22051.0300,11676.4400,9948.8400,9654.6400,294.2000,3.0000,425.7500,Hectarea
El Mante,124,122799.0900,103005.2900,15601.4400,13403.2600,2198.1800,93.0000,4192.3600,Hectarea
Matamoros,78,73992.0900,55398.0900,15981.2500,12729.5000,3251.7500,53.5000,2612.7500,Hectarea
Mendez,22,74139.0000,44980.0000,27957.0000,27459.0000,498.0000,24.0000,1202.0000,Hectarea
Miquihuana,9,42860.0000,3439.0000,39369.4400,39132.8400,236.6000,0.0000,51.5600,Hectarea
Nuevo Laredo,16,37429.0000,32024.5000,4880.0000,3392.5000,1487.5000,58.5000,524.5000,Hectarea
Nuevo Morelos,6,11995.9900,5645.9600,6276.5900,6113.5900,163.0000,21.8800,73.4400,Hectarea
Ocampo,34,83473.0000,23047.0000,59588.7500,58649.7500,939.0000,39.0000,837.2500,Hectarea
Padilla,20,27589.0400,20139.9400,5214.3700,4594.7200,619.6500,15.0000,2234.7300,Hectarea
Palmillas,     C,18010.6200,2415.8000,15378.0500,15310.7400,67.3100,5.0000,216.7700,Hectarea
Reynosa,74,88592.0900,76081.4400,11465.1000,10305.3600,1159.7400,121.7000,1045.5500,Hectarea
Rio Bravo,23,24288.0000,22126.0000,1028.0000,58.0000,970.0000,10.0000,1134.0000,Hectarea
San Carlos,53,85699.0000,27480.0000,57531.0000,56454.0000,1077.0000,216.0000,688.0000,Hectarea
San Fernando,67,179096.4400,140240.9400,36113.5000,33209.0000,2904.5000,350.0000,2742.0000,Hectarea
San Nicolas,7,21663.0000,638.0000,20970.0000,20848.0000,122.0000,17.0000,55.0000,Hectarea
Soto La Marina,59,149066.8800,115153.6500,30488.9800,28882.5400,1606.4400,383.7400,3424.2500,Hectarea
Tampico,     C,213.5000,134.2500,37.0000,37.0000,0.0000,0.0000,42.2500,Hectarea
Tula,60,235275.7700,34746.0700,198059.8800,195144.3700,2915.5100,179.0000,2469.8200,Hectarea
Valle Hermoso,27,17897.5000,16485.5000,481.8000,63.0000,418.8000,0.0000,930.2000,Hectarea
Victoria,40,49207.6500,24606.4200,22669.5800,21485.8700,1183.7100,140.6900,1931.6500,Hectarea
Villagran,31,43851.8400,25513.1600,17730.4200,16995.0100,735.4100,76.5000,608.2600,Hectarea
Xicotencatl,41,40998.5000,30160.0000,9564.2500,8358.0000,1206.2500,33.0000,1274.2500,Hectarea
Tlaxcala,246,202118.0500,152722.3800,41477.9400,37452.0700,4025.8700,197.0000,7917.7300,Hectarea
Amaxac de Guerrero,     C,88.0000,0.0000,84.0000,0.0000,84.0000,0.0000,4.0000,Hectarea
Atlangatepec,4,4424.8100,2887.1400,1038.3800,783.0700,255.3100,0.0000,499.2900,Hectarea
Altzayanca,18,10765.1700,6281.2300,4155.2600,3926.5100,228.7500,2.0000,328.6800,Hectarea
Apizaco,4,2655.0000,2400.0000,183.0000,79.0000,104.0000,4.0000,72.0000,Hectarea
Calpulalpan,11,20459.5600,15062.8300,4463.8200,4360.2800,103.5400,9.0000,932.9100,Hectarea
El Carmen Tequexquitla,     C,2253.0000,1863.0000,390.0000,343.0000,47.0000,1.0000,0.0000,Hectarea
Cuapiaxtla,11,6003.2300,5349.9800,421.5800,288.5000,133.0800,0.0000,231.6700,Hectarea
Cuaxomulco,     C,249.0000,249.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Chiautempan,5,923.0000,766.0000,121.0000,79.0000,42.0000,42.0000,36.0000,Hectarea
Muñoz de Domingo Arenas,4,3356.1100,3046.2800,123.9800,67.2900,56.6900,0.0000,185.8500,Hectarea
Españita,11,7751.7200,4655.2400,2724.5700,2579.4300,145.1400,3.0000,371.9100,Hectarea
Huamantla,25,16378.4000,14817.3500,655.8200,197.3700,458.4500,4.0000,905.2300,Hectarea
Hueyotlipan,13,10920.6100,8134.9400,1978.8800,1863.3800,115.5000,0.0000,806.7900,Hectarea
Ixtacuixtla de Mariano Matamoros,16,5612.7000,4307.5000,1084.2000,874.0000,210.2000,2.0000,221.0000,Hectarea
Ixtenco,     C,4561.1900,4149.1900,167.2800,147.1900,20.0900,4.0000,244.7200,Hectarea
Tepetitla de Lardizabal,     C,469.2500,466.2500,3.0000,0.0000,3.0000,0.0000,0.0000,Hectarea
Sanctorum de Lazaro Cardenas,4,5857.0000,4729.0000,978.0000,919.0000,59.0000,20.0000,150.0000,Hectarea
Nanacamilpa de Mariano Arista,5,7952.0000,4856.0000,2983.0000,2877.0000,106.0000,0.0000,113.0000,Hectarea
Nativitas,15,2761.0000,2670.7500,37.0000,16.0000,21.0000,5.0000,53.2500,Hectarea
Panotla,6,1379.1400,972.9100,391.0400,368.0700,22.9700,0.0000,15.1900,Hectarea
Santa Cruz Tlaxcala,4,853.5000,560.5000,225.0000,0.0000,225.0000,0.0000,68.0000,Hectarea
Teolocholco,     C,551.0000,430.5000,120.5000,120.0000,0.5000,0.5000,0.0000,Hectarea
Terrenate,6,8021.5900,6450.2800,1408.7400,1216.6900,192.0500,0.0000,162.5700,Hectarea
Tetla de la Solidaridad,7,8809.0000,6341.0000,2230.0000,2015.0000,215.0000,0.0000,238.0000,Hectarea
Tetlatlahuca,3,603.1500,582.5000,11.2500,1.2500,10.0000,0.5000,9.4000,Hectarea
Tlaxcala,3,250.5000,233.4100,11.1600,0.0000,11.1600,0.0000,5.9300,Hectarea
Tlaxco,29,35347.2600,23176.7800,11065.5900,10279.4900,786.1000,100.0000,1104.8900,Hectarea
Tocatlan,     C,2461.0000,1840.0000,459.0000,451.0000,8.0000,0.0000,162.0000,Hectarea
Totolac,     C,66.1200,55.1600,0.0000,0.0000,0.0000,0.0000,10.9600,Hectarea
Zitlaltepec de Trinidad Sanchez Santos,3,3610.7000,3174.5000,300.7000,284.0000,16.7000,0.0000,135.5000,Hectarea
Tzompantepec,3,1307.0000,1184.0000,76.0000,76.0000,0.0000,0.0000,47.0000,Hectarea
Xaloztoc,     C,3775.0000,3425.0000,189.0000,121.0000,68.0000,0.0000,161.0000,Hectarea
Xaltocan,4,1850.0000,1198.0000,493.0000,491.0000,2.0000,0.0000,159.0000,Hectarea
Papalotla de Xicohtencatl,     C,206.2000,174.2800,0.0000,0.0000,0.0000,0.0000,31.9200,Hectarea
Xicohtzinco,     C,266.1400,177.6300,71.1400,0.0000,71.1400,0.0000,17.3700,Hectarea
Yauhquemecan,3,1160.5000,731.0000,363.5000,343.0000,20.5000,0.0000,66.0000,Hectarea
Zacatelco,     C,1152.0000,1107.0000,25.0000,20.0000,5.0000,0.0000,20.0000,Hectarea
Benito Juarez,     C,3724.0000,3292.0000,236.0000,225.0000,11.0000,0.0000,196.0000,Hectarea
Emiliano Zapata,     C,2644.0000,1520.0000,1119.0000,1054.0000,65.0000,0.0000,5.0000,Hectarea
Lazaro Cardenas,     C,1667.0000,1241.5000,362.0000,313.0000,49.0000,0.0000,63.5000,Hectarea
La Magdalena Tlaltelulco,     C,1970.0000,1911.0000,46.0000,6.0000,40.0000,0.0000,13.0000,Hectarea
San Damian Texoloc,     C,324.2000,320.0000,1.0000,1.0000,0.0000,0.0000,3.2000,Hectarea
San Jose Teacalco,     C,2190.0000,1540.0000,600.0000,600.0000,0.0000,0.0000,50.0000,Hectarea
San Lorenzo Axocomanitla,     C,123.0000,123.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Lucas Tecopilco,     C,4000.0000,3950.0000,50.0000,50.0000,0.0000,0.0000,0.0000,Hectarea
Santa Ana Nopalucan,     C,308.3000,273.5000,18.8000,14.8000,4.0000,0.0000,16.0000,Hectarea
Santa Apolonia Teacalco,     C,57.0000,45.2500,11.7500,1.7500,10.0000,0.0000,0.0000,Hectarea
Veracruz  de Ignacio de la Llave,3684,3011704.2000,2635195.2000,330561.9800,249866.9400,80695.0400,4636.7800,45947.0200,Hectarea
Acajete,     C,1489.9900,1349.1100,134.7800,119.0800,15.7000,3.0000,6.1000,Hectarea
Acatlan,     C,184.0000,184.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Acayucan,31,38491.1000,37026.8500,1052.5000,281.5000,771.0000,8.0000,411.7500,Hectarea
Actopan,29,23968.1000,21895.5000,1106.6500,415.8500,690.8000,0.5300,965.9500,Hectarea
Acula,9,7830.0000,6679.0000,953.5000,925.0000,28.5000,0.0000,197.5000,Hectarea
Acultzingo,16,11117.0000,5323.0000,5638.0000,5392.0000,246.0000,2.0000,156.0000,Hectarea
Camaron de Tejeda,5,5523.4000,5409.4200,95.0000,0.0000,95.0000,0.0000,18.9800,Hectarea
Alto Lucero de Gutierrez Barrios,16,13175.3000,11956.8700,966.6000,705.3000,261.3000,3.0000,251.8300,Hectarea
Altotonga,16,5712.0800,5400.1100,197.6000,131.6000,66.0000,2.0000,114.3700,Hectarea
Alvarado,19,21121.4300,18677.9100,1688.0000,1097.9300,590.0700,1.0000,755.5200,Hectarea
Amatitlan,6,6117.7500,5687.0000,237.7500,0.0000,237.7500,100.0000,193.0000,Hectarea
Naranjos Amatlan,11,1802.6800,1722.3200,58.0600,21.3000,36.7600,0.0000,22.3000,Hectarea
Amatlan de los Reyes,19,7929.2500,6948.9200,949.0200,639.2600,309.7600,0.0000,31.3100,Hectarea
angel R. Cabada,21,17988.0000,16685.8300,1034.7500,425.5000,609.2500,2.2500,267.4200,Hectarea
La Antigua,11,5064.6800,4501.1600,354.3800,118.0200,236.3600,0.0000,209.1400,Hectarea
Apazapan,5,3308.1000,2881.4700,397.6400,250.9600,146.6800,0.0000,28.9900,Hectarea
Atlahuilco,     C,70.0000,70.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Atoyac,15,6384.5900,5601.7700,305.1600,130.0300,175.1300,5.5000,477.6600,Hectarea
Atzacan,7,3275.9000,2879.9000,359.5000,336.0000,23.5000,6.0000,36.5000,Hectarea
Atzalan,39,16243.6500,15386.0800,647.5800,285.5900,361.9900,0.0000,209.9900,Hectarea
Tlaltetela,14,10805.8700,8532.3200,1976.7200,1512.4700,464.2500,155.0000,296.8300,Hectarea
Banderilla,     C,560.0000,0.0000,560.0000,360.0000,200.0000,0.0000,0.0000,Hectarea
Benito Juarez,23,15021.5700,8519.9100,6383.8100,6048.9800,334.8300,18.5700,117.8500,Hectarea
Boca del Rio,     C,628.0000,414.0000,181.0000,78.0000,103.0000,19.0000,33.0000,Hectarea
Calcahualco,4,1669.0000,361.5000,1302.7500,1271.0000,31.7500,2.7500,4.7500,Hectarea
Camerino Z. Mendoza,     C,1084.0000,123.0000,960.0000,956.0000,4.0000,0.0000,1.0000,Hectarea
Carrillo Puerto,4,1744.0000,1686.0000,58.0000,43.0000,15.0000,0.0000,0.0000,Hectarea
Catemaco,30,24243.2500,19702.7500,4334.0000,3744.0000,590.0000,31.7500,206.5000,Hectarea
Cazones,24,19525.1700,18382.1400,869.4100,190.3200,679.0900,5.0000,273.6200,Hectarea
Cerro Azul,7,5567.5000,4811.5900,362.6900,220.0000,142.6900,0.0000,393.2200,Hectarea
Citlaltepetl,     C,561.0000,347.4800,213.5200,205.6000,7.9200,0.0000,0.0000,Hectarea
Coacoatzintla,3,1067.0000,554.0000,512.0000,504.0000,8.0000,1.0000,1.0000,Hectarea
Coahuitlan,     C,2307.0000,2048.0000,256.0000,208.0000,48.0000,0.0000,3.0000,Hectarea
Coatepec,14,8937.4300,7909.3600,925.0400,661.0000,264.0400,21.0000,103.0300,Hectarea
Coatzacoalcos,8,7519.0000,6886.0000,553.0000,337.0000,216.0000,2.0000,80.0000,Hectarea
Coatzintla,16,11609.0000,11007.2500,431.7500,0.7500,431.0000,2.0000,170.0000,Hectarea
Coetzala,     C,45.9000,40.7500,5.1500,4.0000,1.1500,0.0000,0.0000,Hectarea
Colipa,3,2245.0000,2201.5000,13.0000,0.0000,13.0000,1.0000,30.5000,Hectarea
Comapa,15,10083.5800,9438.3000,421.1400,133.0700,288.0700,7.0000,224.1400,Hectarea
Cordoba,24,4518.2800,3846.3100,593.8700,484.6400,109.2300,0.0000,78.1000,Hectarea
Cosamaloapan de Carpio,32,27770.5500,24992.5800,1320.7800,304.1200,1016.6600,333.2000,1457.1900,Hectarea
Coscomatepec,4,4177.0000,3602.0000,569.0000,372.0000,197.0000,1.0000,6.0000,Hectarea
Cosoleacaque,16,9192.4000,6214.9000,2709.4000,1848.3000,861.1000,10.0000,268.1000,Hectarea
Cotaxtla,16,7612.9200,7021.6300,406.7700,212.0000,194.7700,0.0000,184.5200,Hectarea
Coxquihui,5,3618.9900,3399.4300,147.1200,6.0000,141.1200,0.0000,72.4400,Hectarea
Coyutla,8,12285.5400,11701.1700,517.5000,23.0000,494.5000,2.0000,66.8700,Hectarea
Cuichapa,6,2059.2900,1940.4400,87.1800,0.0000,87.1800,0.0000,31.6700,Hectarea
Cuitlahuac,15,4814.0000,4444.0000,319.0000,98.0000,221.0000,11.0000,51.0000,Hectarea
Chacaltianguis,12,14175.2500,13525.0000,352.5000,60.0000,292.5000,5.0000,297.7500,Hectarea
Chalma,16,8426.1000,7206.7000,1207.3000,1120.7000,86.6000,21.0000,12.1000,Hectarea
Chiconamel,11,4412.5400,4216.8000,185.7100,44.9000,140.8100,0.0000,10.0300,Hectarea
Chiconquiaco,9,5327.0000,4594.0000,670.0000,578.0000,92.0000,11.0000,63.0000,Hectarea
Chicontepec,84,65640.4700,60183.3600,4867.3800,2871.0900,1996.2900,103.0800,589.7300,Hectarea
Chinameca,10,6391.0000,5731.5000,577.5000,0.0000,577.5000,8.0000,82.0000,Hectarea
Chinampa de Gorostiza,7,1237.2700,1179.9700,41.5300,28.9400,12.5900,0.0000,15.7700,Hectarea
Las Choapas,121,159111.5700,144288.9100,14110.0400,11272.5000,2837.5400,166.0000,712.6200,Hectarea
Chocaman,3,1448.0000,1429.0000,0.0000,0.0000,0.0000,0.0000,19.0000,Hectarea
Chontla,12,11783.8200,10677.7500,1013.7200,666.9700,346.7500,25.0000,92.3500,Hectarea
Chumatlan,     C,1600.0000,1515.0000,85.0000,0.0000,85.0000,0.0000,0.0000,Hectarea
Emiliano Zapata,26,22603.3000,18551.9300,3723.1000,2539.5000,1183.6000,154.5000,328.2700,Hectarea
Espinal,20,11700.7700,10684.2700,827.1700,262.0000,565.1700,10.0000,189.3300,Hectarea
Fortin,7,3012.6700,2731.6100,195.5200,0.0000,195.5200,0.0000,85.5400,Hectarea
Gutierrez Zamora,15,6092.9900,5672.7200,293.8200,152.0300,141.7900,10.8200,126.4500,Hectarea
Hidalgotitlan,40,53070.0000,50531.2500,2064.2500,925.2500,1139.0000,54.0000,474.5000,Hectarea
Huatusco,10,1524.5000,1422.0000,91.0000,29.0000,62.0000,0.0000,11.5000,Hectarea
Huayacocotla,25,23896.2900,7808.4100,15741.0200,14940.1300,800.8900,31.2500,346.8600,Hectarea
Hueyapan de Ocampo,36,67611.5000,59424.4000,4717.5000,2593.0000,2124.5000,35.0000,3469.6000,Hectarea
Huiloapan,     C,48.9800,45.2500,0.0000,0.0000,0.0000,0.0000,3.7300,Hectarea
Ignacio de la Llave,30,21516.0000,20446.0000,712.0000,11.0000,701.0000,4.0000,358.0000,Hectarea
Ilamatlan,15,13043.9100,1511.3000,11352.6000,11261.8700,90.7300,45.5800,180.0100,Hectarea
Isla,47,30883.0000,29775.6000,800.5000,230.0000,570.5000,47.0000,306.9000,Hectarea
Ixcatepec,9,680.2500,652.7500,22.7500,22.7500,0.0000,0.0000,4.7500,Hectarea
Ixhuacan de los Reyes,6,2515.0000,988.0000,1527.0000,1508.0000,19.0000,0.0000,0.0000,Hectarea
Ixhuatlan del Cafe,13,5193.4600,4760.8700,393.0800,288.6700,104.4100,0.0000,39.5100,Hectarea
Ixhuatlancillo,3,2538.0000,1380.0000,1113.0000,1010.0000,103.0000,22.0000,45.0000,Hectarea
Ixhuatlan del Sureste,12,6452.5000,5930.1800,503.3200,232.0000,271.3200,47.0000,19.0000,Hectarea
Ixhuatlan de Madero,69,45303.2300,41513.8900,3249.7200,1940.6200,1309.1000,7.9300,539.6200,Hectarea
Ixmatlahuacan,8,4497.5000,3539.0000,880.2500,770.0000,110.2500,2.0000,78.2500,Hectarea
Ixtaczoquitlan,15,9752.5500,8757.0600,761.4900,245.6500,515.8400,50.5600,234.0000,Hectarea
Jalacingo,17,9458.5300,6474.3300,2813.6700,2753.8500,59.8200,5.5000,170.5300,Hectarea
Xalapa,10,4342.5700,3817.5600,355.2000,0.0000,355.2000,0.0000,169.8100,Hectarea
Jalcomulco,4,7672.6000,3989.0900,3459.0700,2791.0700,668.0000,441.0000,224.4400,Hectarea
Jaltipan,14,10792.5000,9918.0000,599.5000,280.0000,319.5000,6.5000,275.0000,Hectarea
Jamapa,12,5722.8300,5394.5500,118.3600,0.0000,118.3600,0.0000,209.9200,Hectarea
Jesus Carranza,52,52336.7600,47283.2000,4593.4300,3744.7700,848.6600,24.2500,460.1300,Hectarea
Xico,12,6657.9200,4847.5700,1701.3200,1472.2000,229.1200,60.0000,109.0300,Hectarea
Jilotepec,5,3025.0300,1944.5100,1045.6300,983.0900,62.5400,0.0000,34.8900,Hectarea
Juan Rodriguez Clara,46,54789.9000,52369.0000,2119.7000,968.0000,1151.7000,43.5000,301.2000,Hectarea
Juchique de Ferrer,11,5924.0000,5488.0000,236.5000,139.0000,97.5000,8.0000,199.5000,Hectarea
Lerdo de Tejada,3,4968.0000,4703.0000,261.0000,0.0000,261.0000,0.0000,4.0000,Hectarea
Maltrata,3,4196.0000,711.0000,3483.0000,3450.0000,33.0000,2.0000,2.0000,Hectarea
Manlio Fabio Altamirano,28,16927.9200,16056.0200,570.6100,62.7000,507.9100,10.0000,301.2900,Hectarea
Mariano Escobedo,3,751.0000,648.5000,63.0000,39.0000,24.0000,0.0000,39.5000,Hectarea
Martinez de la Torre,46,30947.5000,27747.9300,2822.7800,1667.0000,1155.7800,14.5000,376.7900,Hectarea
Mecayapan,14,20041.0000,17535.5000,2338.7500,1924.0000,414.7500,27.0000,166.7500,Hectarea
Medellin,33,19244.0000,18418.5000,313.1700,0.0000,313.1700,0.0000,512.3300,Hectarea
Miahuatlan,     C,549.5000,462.5000,80.5000,77.5000,3.0000,0.0000,6.5000,Hectarea
Minatitlan,122,127674.8500,117786.3600,8877.8800,5771.2100,3106.6700,108.5000,1010.6100,Hectarea
Misantla,42,18030.2600,16188.5900,1622.1800,1098.9700,523.2100,0.0000,219.4900,Hectarea
Moloacan,14,11516.5000,10188.0000,1316.5000,589.0000,727.5000,19.0000,12.0000,Hectarea
Naolinco,4,1901.3900,1772.5200,84.6800,64.5000,20.1800,0.0000,44.1900,Hectarea
