INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie de uso comun sin vegetacion,,,,,,,cuadro 11,,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades_con_superficie_de_uso_comun_sin_vegetacion,superficie_sin_vegetacion_(ha),superficies_sin_vegetacion_(ha)_arenales_o_pedregales,superficies_sin_vegetacion_(ha)_ensalitradas,superficies_sin_vegetacion_(ha)_erosionadas,superficies_sin_vegetacion_(ha)_cubiertas_por_agua,superficies_sin_vegetacion_(ha)_otras_superficies,ensalitradas,unidad_de_medida
Santiago Ixcuintla,9,14836.2100,1664.1500,5705.3700,7.9000,6535.8300,922.9600,5705.3700,Hectarea
Tecuala,11,5592.6800,369.8500,1270.5700,0.0000,2365.2500,1587.0100,1270.5700,Hectarea
Tepic,15,1371.7200,456.6200,23.1800,167.4600,8.9000,715.5700,23.1800,Hectarea
Tuxpan,2,1214.4100,0.0000,254.4100,0.0000,960.0000,0.0000,254.4100,Hectarea
La Yesca,3,571.5700,517.7700,4.5700,48.3500,0.0000,0.8800,4.5700,Hectarea
Bahia de Banderas,4,1157.3200,55.1900,0.0000,281.0000,0.0000,821.1400,0.0000,Hectarea
Nuevo Leon,154,84705.4900,43338.4300,6587.5400,4420.4400,144.7500,30214.3500,6587.5400,Hectarea
Agualeguas,3,13.9800,0.0000,0.0000,0.0000,13.9800,0.0000,0.0000,Hectarea
Anahuac,1,6.4200,0.0000,0.0000,0.0000,2.5000,3.9200,0.0000,Hectarea
Aramberri,6,1309.6800,287.9900,9.9700,134.2700,82.0000,795.4500,9.9700,Hectarea
Cadereyta Jimenez,7,68.8200,0.0000,7.2800,0.0000,6.0400,55.5000,7.2800,Hectarea
China,1,77.2200,0.0000,0.0000,0.0000,0.0000,77.2200,0.0000,Hectarea
Dr. Arroyo,16,2266.7800,1557.3600,234.8000,303.9900,0.0000,170.6300,234.8000,Hectarea
Galeana,48,36028.4200,5550.3200,3309.1300,1790.1500,8.0000,25370.8200,3309.1300,Hectarea
Garcia,6,4425.1500,4324.1500,101.0000,0.0000,0.0000,0.0000,101.0000,Hectarea
Gral. Bravo,1,377.0300,377.0300,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Gral. Escobedo,2,187.0000,187.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Gral. Teran,3,53.9900,4.5500,0.0000,49.4400,0.0000,0.0000,0.0000,Hectarea
Gral. Zaragoza,3,10.9600,0.0000,0.0000,10.9600,0.0000,0.0000,0.0000,Hectarea
Iturbide,4,485.5200,483.0200,0.0000,2.5000,0.0000,0.0000,0.0000,Hectarea
Linares,16,575.0400,362.6800,167.3500,39.4300,0.0000,5.5700,167.3500,Hectarea
Mier y Noriega,3,1891.9500,326.9500,1565.0000,0.0000,0.0000,0.0000,1565.0000,Hectarea
Mina,15,32152.3800,26487.0000,1173.0000,2026.0000,2.0000,2464.3800,1173.0000,Hectarea
Montemorelos,6,2470.3000,2120.6800,3.0000,40.1800,0.0500,306.4000,3.0000,Hectarea
Pesqueria,1,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Los Ramones,2,20.4600,0.0000,0.0000,18.5200,1.9400,0.0000,0.0000,Hectarea
Rayones,1,15.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,Hectarea
Salinas Victoria,4,299.7400,264.5000,17.0000,5.0000,13.2400,0.0000,17.0000,Hectarea
Santa Catarina,2,30.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santiago,3,1937.6500,973.2000,0.0000,0.0000,0.0000,964.4500,0.0000,Hectarea
Oaxaca,580,324257.7700,90223.1700,6613.5400,52753.6400,24734.5600,149932.8700,6613.5400,Hectarea
Abejones,1,26.4900,0.0000,0.0000,10.0000,1.0000,15.4900,0.0000,Hectarea
Acatlan de Perez Figueroa,3,193.0000,9.0000,0.0000,0.0000,184.0000,0.0000,0.0000,Hectarea
Asuncion Cuyotepeji,1,61.7600,20.0000,0.0000,20.0000,0.0000,21.7600,0.0000,Hectarea
Asuncion Ixtaltepec,3,102.2900,101.0000,0.0000,0.0000,1.0000,0.2900,0.0000,Hectarea
Asuncion Nochixtlan,9,1514.6200,12.5500,0.0000,1288.6900,0.0000,213.3900,0.0000,Hectarea
El Barrio de la Soledad,2,345.4200,143.7200,0.0000,11.5400,0.0000,190.1500,0.0000,Hectarea
Calihuala,2,29.1900,26.0000,0.0000,0.0000,0.0000,3.1900,0.0000,Hectarea
Ciudad Ixtepec,1,29.0800,19.3800,0.0000,9.6900,0.0000,0.0000,0.0000,Hectarea
Concepcion Buenavista,4,201.2300,37.3700,11.9700,13.5700,0.0000,138.3200,11.9700,Hectarea
Cosoltepec,3,908.3200,2.0000,0.0000,906.2200,0.0000,0.1000,0.0000,Hectarea
Cuilapam de Guerrero,2,1956.1100,212.7700,69.1000,174.1000,18.0000,1482.1500,69.1000,Hectarea
Cuyamecalco Villa de Zaragoza,1,469.6700,100.0000,0.0000,0.0000,0.0000,369.6700,0.0000,Hectarea
Chalcatongo de Hidalgo,2,318.0200,219.8100,14.1000,74.1000,0.0000,10.0000,14.1000,Hectarea
Chiquihuitlan de Benito Juarez,1,100.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Guadalupe de Ramirez,1,126.2600,15.0000,0.0000,10.0000,0.0000,101.2600,0.0000,Hectarea
Guevea de Humboldt,1,12.9900,10.0000,0.0000,0.0000,0.0000,2.9900,0.0000,Hectarea
Heroica Ciudad de Huajuapan de Leon,1,100.0000,50.0000,0.0000,0.0000,0.0000,50.0000,0.0000,Hectarea
Ixtlan de Juarez,2,18.0300,2.0000,0.0000,6.0000,0.0000,10.0300,0.0000,Hectarea
Heroica Ciudad de Juchitan de Zaragoza,3,1913.6000,753.2000,671.2000,0.0000,433.7600,55.4500,671.2000,Hectarea
Loma Bonita,4,163.4600,6.0000,0.0000,10.0000,139.4600,8.0000,0.0000,Hectarea
Magdalena Apasco,2,30.9500,30.9500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Magdalena Jaltepec,1,1.9000,1.9000,0.0000,0.0000,0.0000,0.0100,0.0000,Hectarea
Santa Magdalena Jicotlan,1,29.6200,19.7500,0.0000,9.8700,0.0000,0.0000,0.0000,Hectarea
Magdalena Mixtepec,1,87.1900,0.0000,80.0000,0.0000,0.0000,7.1900,80.0000,Hectarea
Magdalena Peñasco,1,6175.1400,0.0000,0.0000,4179.9400,0.0000,1995.2000,0.0000,Hectarea
Magdalena Tequisistlan,1,193.1500,15.0000,5.0000,5.0000,0.0000,168.1500,5.0000,Hectarea
Magdalena Tlacotepec,1,51.5300,0.0000,51.5300,0.0000,0.0000,0.0000,51.5300,Hectarea
Magdalena Zahuatlan,1,69.9600,0.0000,0.0000,39.4100,0.0000,30.5500,0.0000,Hectarea
Miahuatlan de Porfirio Diaz,2,617.8600,617.4500,0.0000,0.0000,0.0000,0.4100,0.0000,Hectarea
Nejapa de Madero,2,68.3100,14.7500,19.6700,14.7500,0.0000,19.1300,19.6700,Hectarea
Ixpantepec Nieves,3,505.8200,19.0000,5.0000,20.0000,5.0000,456.8200,5.0000,Hectarea
Santiago Niltepec,1,268.8600,8.0000,0.0000,10.0000,250.0000,0.8600,0.0000,Hectarea
Oaxaca de Juarez,4,325.2700,3.2000,0.0000,239.1700,0.0000,82.9000,0.0000,Hectarea
Ocotlan de Morelos,2,110.0000,70.0000,10.0000,5.0000,0.0000,25.0000,10.0000,Hectarea
San Jose del Progreso,1,129.9200,60.0000,0.0000,60.0000,0.0000,9.9200,0.0000,Hectarea
Putla Villa de Guerrero,3,19.4300,19.1400,0.0000,0.0000,0.0000,0.2900,0.0000,Hectarea
Santa Catarina Quioquitani,1,134.5600,0.0000,0.0000,10.0000,0.0000,124.5600,0.0000,Hectarea
Reforma de Pineda,1,80.4700,0.0000,0.0000,80.4700,0.0000,0.0000,0.0000,Hectarea
Reyes Etla,1,11.0900,11.0900,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Salina Cruz,2,2139.3000,303.0000,241.0000,105.0000,470.0000,1020.3000,241.0000,Hectarea
San Agustin Atenango,2,1886.0600,530.0000,1.0000,0.0000,0.0000,1355.0600,1.0000,Hectarea
San Agustin Chayuco,1,248.5000,0.0000,0.0000,0.0000,0.0000,248.5000,0.0000,Hectarea
San Agustin de las Juntas,1,753.7200,3.9100,0.0000,3.9100,0.0000,745.8900,0.0000,Hectarea
San Agustin Tlacotepec,1,4478.1100,0.0000,0.0000,4438.8400,0.0000,39.2600,0.0000,Hectarea
San Andres Cabecera Nueva,1,19.7400,19.7400,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Andres Dinicuiti,2,24.9900,7.0000,0.0000,8.0000,0.0000,9.9900,0.0000,Hectarea
San Andres Huayapam,1,12.9600,3.0000,3.0000,4.0000,0.0000,2.9600,3.0000,Hectarea
San Andres Ixtlahuaca,1,34.6200,0.0000,0.0000,0.0000,0.0000,34.6200,0.0000,Hectarea
San Andres Lagunas,1,3317.0600,55.0000,45.0000,100.0000,0.0000,3117.0600,45.0000,Hectarea
San Andres Nuxiño,1,1764.9600,1500.0000,0.0000,100.0000,0.0000,164.9600,0.0000,Hectarea
San Andres Sinaxtla,2,113.3400,0.0000,0.0000,88.6200,0.0000,24.7200,0.0000,Hectarea
San Andres Solaga,1,9.1100,1.0000,0.0000,0.0000,0.0000,8.1100,0.0000,Hectarea
San Andres Teotilalpam,2,1062.5000,1021.4300,0.0000,0.0000,0.0000,41.0700,0.0000,Hectarea
San Andres Yaa,1,6.1200,6.0000,0.0000,0.0000,0.0000,0.1200,0.0000,Hectarea
San Andres Zautla,1,251.6300,0.0000,0.0000,0.0000,0.0000,251.6300,0.0000,Hectarea
San Antonino el Alto,1,10.2800,6.1700,0.0000,2.0600,1.0300,1.0300,0.0000,Hectarea
San Antonino Monte Verde,1,1051.5100,0.0000,0.0000,340.0000,0.0000,711.5100,0.0000,Hectarea
San Antonio Acutla,1,1218.3800,99.8700,0.0000,99.8700,0.0000,1018.6500,0.0000,Hectarea
San Antonio Huitepec,1,300.8200,50.0000,0.0000,150.0000,0.0000,100.8200,0.0000,Hectarea
San Antonio Sinicahua,1,39.2800,15.4900,3.3700,1.3500,0.0000,19.0800,3.3700,Hectarea
San Baltazar Chichicapam,1,29.9000,20.0000,0.0000,0.0000,0.0000,9.9000,0.0000,Hectarea
San Baltazar Yatzachi el Bajo,3,2654.7400,13.9400,0.0000,7.0000,0.0000,2633.8000,0.0000,Hectarea
San Bartolo Coyotepec,3,1078.3200,881.3400,3.0000,63.3800,1.4100,129.1900,3.0000,Hectarea
San Bartolome Ayautla,1,770.6200,500.0000,0.0000,100.0000,0.0000,170.6200,0.0000,Hectarea
San Bartolome Quialana,1,203.0800,203.0800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Bartolome Yucuañe,1,295.0300,1.8200,0.0000,0.0000,0.0000,293.2000,0.0000,Hectarea
San Bartolome Zoogocho,1,1.4100,1.4100,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Bartolo Soyaltepec,2,248.9400,198.9400,0.0000,50.0000,0.0000,0.0000,0.0000,Hectarea
San Bernardo Mixtepec,1,19.6700,3.0000,0.0000,0.0000,3.0000,13.6700,0.0000,Hectarea
San Carlos Yautepec,8,1327.4100,230.0000,4.9800,154.0000,0.0000,938.4400,4.9800,Hectarea
San Cristobal Amatlan,3,245.8900,114.3200,0.0000,32.5000,16.0000,83.0700,0.0000,Hectarea
San Cristobal Amoltepec,1,70.0000,10.0000,0.0000,0.0000,0.0000,60.0000,0.0000,Hectarea
San Cristobal Suchixtlahuaca,1,2861.7100,715.4300,715.4300,1430.8600,0.0000,0.0000,715.4300,Hectarea
San Dionisio del Mar,1,1719.0800,1054.1900,0.0000,0.0000,64.8800,600.0000,0.0000,Hectarea
San Dionisio Ocotepec,4,437.7200,377.3300,0.0000,0.0000,0.0000,60.3900,0.0000,Hectarea
San Esteban Atatlahuca,1,104.6200,15.0000,0.0000,1.0000,0.0000,88.6200,0.0000,Hectarea
San Felipe Tejalapam,1,695.3300,50.0000,0.0000,0.0000,0.0000,645.3300,0.0000,Hectarea
San Felipe Usila,2,48.0200,14.8700,0.0000,0.0000,15.0000,18.1400,0.0000,Hectarea
San Francisco Cahuacua,1,8.9900,4.9900,0.0000,0.0000,4.0000,0.0000,0.0000,Hectarea
San Francisco Cajonos,1,44.5000,6.1800,0.0000,3.5900,0.0000,34.7200,0.0000,Hectarea
San Francisco Chindua,1,356.1000,300.0000,0.0000,0.0000,0.0000,56.1000,0.0000,Hectarea
San Francisco Ixhuatan,2,280.0100,0.0000,272.7400,0.0000,7.2700,0.0000,272.7400,Hectarea
San Francisco Jaltepetongo,1,1132.9700,566.4800,0.0000,283.2400,0.0000,283.2400,0.0000,Hectarea
San Francisco Ozolotepec,1,2.0000,0.6700,0.0000,0.8300,0.1700,0.3300,0.0000,Hectarea
San Francisco Sola,1,3.0500,3.0500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Francisco Telixtlahuaca,2,309.6600,178.1500,0.0000,129.4400,0.0000,2.0700,0.0000,Hectarea
San Francisco Teopan,1,706.1800,30.0000,50.0000,400.0000,0.0000,226.1800,50.0000,Hectarea
San Francisco Tlapancingo,1,15.0000,10.0000,0.0000,5.0000,0.0000,0.0000,0.0000,Hectarea
San Ildefonso Amatlan,1,1.8400,1.8400,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Ildefonso Sola,1,2805.6200,50.0000,0.0000,10.0000,0.0000,2745.6200,0.0000,Hectarea
San Ildefonso Villa Alta,2,30.4500,0.0000,0.0000,1.0000,0.0000,29.4500,0.0000,Hectarea
San Jeronimo Sosola,5,5761.7900,480.7700,180.7300,382.1300,0.0000,4718.1700,180.7300,Hectarea
San Jeronimo Taviche,1,400.4200,0.0000,0.0000,0.0000,0.0000,400.4200,0.0000,Hectarea
San Jorge Nuchita,1,3.0000,2.0000,1.0000,0.0000,0.0000,0.0000,1.0000,Hectarea
San Juan Bautista Atatlahuca,3,632.2500,632.2500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Juan Bautista Coixtlahuaca,3,983.6900,79.9700,15.0000,550.0000,0.0000,338.7200,15.0000,Hectarea
San Juan Bautista Cuicatlan,2,653.5200,109.8300,0.0000,151.0000,0.0000,392.6900,0.0000,Hectarea
San Juan Bautista Guelache,2,1205.0000,0.0000,0.0000,1205.0000,0.0000,0.0000,0.0000,Hectarea
San Juan Bautista Jayacatlan,1,6.0000,5.0000,0.0000,0.0000,1.0000,0.0000,0.0000,Hectarea
San Juan Bautista Suchitepec,1,106.9100,80.1800,0.0000,26.7300,0.0000,0.0000,0.0000,Hectarea
San Juan Bautista Tlacoatzintepec,1,579.1700,100.0000,200.0000,0.0000,50.0000,229.1700,200.0000,Hectarea
San Juan Bautista Tlachichilco,1,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Juan Cacahuatepec,1,6.6700,0.0000,0.0000,1.5000,0.0000,5.1700,0.0000,Hectarea
San Juan del Rio,1,27.1200,15.0000,0.0000,0.0000,0.0000,12.1200,0.0000,Hectarea
San Juan Diuxi,1,212.0100,50.0000,0.0000,150.0000,0.0000,12.0100,0.0000,Hectarea
San Juan Evangelista Analco,1,250.7700,80.0000,0.0000,41.6000,0.0000,129.1700,0.0000,Hectarea
San Juan Guelavia,1,167.7900,1.6300,40.1300,0.8400,0.0000,125.1900,40.1300,Hectarea
San Juan Guichicovi,9,1155.6000,876.8200,0.0000,2.2000,23.0000,253.5800,0.0000,Hectarea
San Juan Ihualtepec,1,101.0000,46.0000,3.0000,50.0000,2.0000,0.0000,3.0000,Hectarea
San Juan Juquila Vijanos,1,22.6100,10.7700,0.0000,5.3800,6.4600,0.0000,0.0000,Hectarea
San Juan Lajarcia,1,271.6000,0.0000,0.0000,0.0000,0.0000,271.6000,0.0000,Hectarea
San Juan Lalana,1,37.1600,18.5800,0.0000,0.0000,0.0000,18.5800,0.0000,Hectarea
San Juan Mazatlan,2,93.2600,92.0100,0.0000,0.0000,1.2500,0.0000,0.0000,Hectarea
San Juan Mixtepec -Dto. 08-,1,1119.7600,250.0000,140.0000,600.0000,10.0000,119.7600,140.0000,Hectarea
San Juan Mixtepec -Dto. 26-,1,1.2400,0.0000,0.0000,0.8300,0.4100,0.0000,0.0000,Hectarea
San Juan Ñumi,2,616.5300,102.0000,0.0000,318.0000,0.0000,196.5300,0.0000,Hectarea
San Juan Ozolotepec,4,32.1300,4.9600,1.1100,7.1400,18.5100,0.4000,1.1100,Hectarea
San Juan Quiotepec,2,2706.0800,65.0000,0.0000,75.0000,0.0000,2566.0800,0.0000,Hectarea
San Juan Sayultepec,1,92.5600,0.0000,0.0000,78.7100,0.0000,13.8500,0.0000,Hectarea
San Juan Tamazola,2,12127.9500,4173.4300,3.0000,4165.4300,0.0000,3786.0900,3.0000,Hectarea
San Juan Teita,1,6314.7200,300.0000,50.0000,40.0000,0.0000,5924.7200,50.0000,Hectarea
San Juan Teitipac,1,710.6200,50.0000,10.0000,25.0000,0.0000,625.6200,10.0000,Hectarea
San Juan Teposcolula,2,31.2000,9.0600,0.0000,22.1100,0.0000,0.0300,0.0000,Hectarea
San Juan Yaee,1,11.9800,0.0000,0.0000,0.0000,10.0000,1.9800,0.0000,Hectarea
San Juan Yucuita,2,219.8800,60.0000,0.0000,66.0000,0.0000,93.8800,0.0000,Hectarea
San Lorenzo Albarradas,2,323.5500,230.0000,0.0000,0.0000,0.0000,93.5500,0.0000,Hectarea
San Lorenzo Cacaotepec,2,43.9400,24.0100,5.0000,5.0000,0.0000,9.9300,5.0000,Hectarea
San Lorenzo Texmelucan,1,110.1000,44.0400,0.0000,66.0600,0.0000,0.0000,0.0000,Hectarea
San Lucas Camotlan,1,28.6400,28.0000,0.0000,0.0000,0.0000,0.6400,0.0000,Hectarea
San Marcos Arteaga,2,187.4600,187.0000,0.0000,0.0000,0.0000,0.4600,0.0000,Hectarea
San Martin Huamelulpam,1,2430.9000,29.6500,0.0000,583.1100,4.9400,1813.2000,0.0000,Hectarea
San Martin Itunyoso,1,147.2400,0.0000,0.0000,10.0000,0.0000,137.2400,0.0000,Hectarea
San Martin Tilcajete,1,3.9400,1.7500,0.0000,0.0000,0.0000,2.1900,0.0000,Hectarea
San Mateo Cajonos,1,532.9500,116.8800,0.0000,77.9200,15.5800,322.5500,0.0000,Hectarea
Capulalpam de Mendez,1,13.0500,0.0000,0.0000,8.0000,0.0000,5.0500,0.0000,Hectarea
San Mateo del Mar,1,19.4600,9.7300,9.7300,0.0000,0.0000,0.0000,9.7300,Hectarea
San Mateo Etlatongo,1,205.0000,40.0000,10.0000,73.0000,0.0000,82.0000,10.0000,Hectarea
San Mateo Nejapam,1,830.5300,373.7400,0.0000,0.0000,0.0000,456.7900,0.0000,Hectarea
San Mateo Peñasco,2,2498.1900,1.2300,0.0000,800.0000,0.0000,1696.9500,0.0000,Hectarea
San Mateo Tlapiltepec,1,1331.0800,5.0000,10.0000,50.0000,0.0000,1266.0800,10.0000,Hectarea
San Melchor Betaza,1,5.7300,0.0000,0.0000,0.0000,0.0000,5.7300,0.0000,Hectarea
San Miguel Achiutla,1,111.8200,0.0000,0.0000,100.0000,0.0000,11.8200,0.0000,Hectarea
San Miguel Amatitlan,6,453.6700,230.0000,3.0000,212.0000,0.0000,8.6800,3.0000,Hectarea
San Miguel Coatlan,1,4.6800,2.8100,0.0000,0.0000,1.8700,0.0000,0.0000,Hectarea
San Miguel Chicahua,1,1569.0200,0.0000,0.0000,622.7900,0.0000,946.2300,0.0000,Hectarea
San Miguel del Puerto,2,461.5300,4.8700,0.0000,1.9300,0.6400,454.0900,0.0000,Hectarea
San Miguel el Grande,1,8.5800,8.5800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Miguel Huautla,1,1349.1100,999.3400,0.0000,349.7700,0.0000,0.0000,0.0000,Hectarea
San Miguel Peras,1,267.0000,23.4500,0.0000,101.0300,0.0000,142.5200,0.0000,Hectarea
San Miguel Piedras,1,1079.2300,600.0000,0.0000,178.1000,0.0000,301.1300,0.0000,Hectarea
San Miguel Quetzaltepec,1,25.1000,10.0000,5.0000,0.0000,0.0000,10.1000,5.0000,Hectarea
San Miguel Santa Flor,1,51.5300,32.7100,0.0000,0.0000,0.0000,18.8200,0.0000,Hectarea
Villa Sola de Vega,4,4357.6300,1106.0300,0.0000,0.0000,0.0000,3251.6100,0.0000,Hectarea
San Miguel Soyaltepec,2,1280.0000,0.0000,0.0000,0.0000,1280.0000,0.0000,0.0000,Hectarea
Villa Talea de Castro,2,12.3200,7.7700,0.0000,4.5500,0.0000,0.0000,0.0000,Hectarea
San Miguel Tenango,1,977.1000,969.2900,3.9100,2.4400,0.0000,1.4700,3.9100,Hectarea
San Miguel Tequixtepec,2,3133.5100,1004.0000,0.0000,1997.0000,0.0000,132.5100,0.0000,Hectarea
San Miguel Tilquiapam,1,257.0800,77.1200,0.0000,77.1200,0.0000,102.8400,0.0000,Hectarea
San Miguel Tlacotepec,1,545.4500,500.0000,0.0000,0.0000,0.0000,45.4500,0.0000,Hectarea
San Miguel Tulancingo,1,1803.3900,60.1100,781.4700,961.8100,0.0000,0.0000,781.4700,Hectarea
San Nicolas Hidalgo,1,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pablo Coatlan,2,38.2600,8.0000,0.0000,5.0000,0.0000,25.2600,0.0000,Hectarea
San Pablo Cuatro Venados,1,97.2200,15.0000,0.0000,65.0000,0.0000,17.2200,0.0000,Hectarea
San Pablo Etla,1,453.4200,9.9700,0.0000,0.0000,0.0000,443.4500,0.0000,Hectarea
San Pablo Huitzo,1,39.5800,9.9000,0.0000,29.6900,0.0000,0.0000,0.0000,Hectarea
San Pablo Huixtepec,1,5.2800,5.2800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pablo Villa de Mitla,2,136.0600,60.0000,0.0000,0.0000,0.0000,76.0600,0.0000,Hectarea
San Pablo Yaganiza,1,65.8000,5.0000,0.0000,15.0000,0.0000,45.8000,0.0000,Hectarea
San Pedro Amuzgos,1,65.4800,2.3400,0.0000,63.1400,0.0000,0.0000,0.0000,Hectarea
San Pedro Apostol,1,0.9900,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pedro Cajonos,1,7.6400,7.1400,0.0000,0.0000,0.0000,0.5000,0.0000,Hectarea
San Pedro Coxcaltepec Cantaros,2,4401.2700,296.0000,0.0000,1270.0000,0.0000,2835.2700,0.0000,Hectarea
San Pedro Huamelula,3,136.2600,5.8900,26.7700,0.0000,18.5700,85.0300,26.7700,Hectarea
San Pedro Huilotepec,1,127.1900,7.0000,0.0000,4.0000,0.0000,116.1900,0.0000,Hectarea
San Pedro Ixcatlan,1,14.6700,0.0000,0.0000,0.0000,14.6700,0.0000,0.0000,Hectarea
San Pedro Jaltepetongo,1,101.0300,0.0000,0.0000,100.0000,0.0000,1.0300,0.0000,Hectarea
San Pedro Martir Quiechapa,1,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pedro Martir Yucuxaco,1,566.9200,0.0000,0.0000,100.0000,0.0000,466.9200,0.0000,Hectarea
San Pedro Mixtepec -Dto. 26-,1,40.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pedro Molinos,1,48.3900,0.0000,0.0000,25.0000,0.0000,23.3900,0.0000,Hectarea
San Pedro Nopala,1,1948.0900,70.0000,0.0000,30.0000,0.0000,1848.0900,0.0000,Hectarea
San Pedro Ocotepec,1,34.8300,26.7900,0.0000,8.0400,0.0000,0.0000,0.0000,Hectarea
San Pedro Quiatoni,1,10383.7200,9950.0000,0.0000,50.0000,0.0000,383.7200,0.0000,Hectarea
San Pedro Tapanatepec,2,38.6400,21.8000,0.0000,0.0000,9.0000,7.8400,0.0000,Hectarea
San Pedro Taviche,1,35.0000,20.0000,10.0000,5.0000,0.0000,0.0000,10.0000,Hectarea
San Pedro Teozacoalco,1,27.3500,10.0000,0.0000,0.0000,0.0000,17.3500,0.0000,Hectarea
San Pedro Teutila,2,1966.1900,380.0000,0.0000,0.0000,0.0000,1586.1900,0.0000,Hectarea
San Pedro Topiltepec,2,214.8600,0.0000,0.0000,214.8600,0.0000,0.0000,0.0000,Hectarea
San Pedro Totolapa,3,4064.3200,2060.0000,0.0000,5.0000,35.0000,1964.3200,0.0000,Hectarea
Villa de Tututepec de Melchor Ocampo,3,2412.7000,1100.0000,0.0000,0.0000,50.0000,1262.7000,0.0000,Hectarea
San Pedro y San Pablo Ayutla,1,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pedro y San Pablo Teposcolula,6,8070.7400,1540.8000,3.0000,174.0000,0.0000,6352.9500,3.0000,Hectarea
San Pedro y San Pablo Tequixtepec,6,1944.4700,592.6300,20.6700,691.7700,0.0000,639.4000,20.6700,Hectarea
San Pedro Yucunama,1,8.2900,0.0000,0.0000,2.0000,0.0000,6.2900,0.0000,Hectarea
San Sebastian Abasolo,1,50.1600,50.1600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Sebastian Ixcapa,1,1.1300,1.0000,0.0000,0.0000,0.0000,0.1300,0.0000,Hectarea
San Sebastian Nicananduta,1,1583.3300,0.0000,100.0000,100.0000,0.0000,1383.3300,100.0000,Hectarea
San Sebastian Rio Hondo,1,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,Hectarea
San Sebastian Tecomaxtlahuaca,2,1920.0700,200.0000,0.0000,1300.0000,0.0000,420.0700,0.0000,Hectarea
San Sebastian Teitipac,2,281.5000,11.0000,5.0000,12.0000,0.0000,253.5000,5.0000,Hectarea
San Sebastian Tutla,1,172.8500,43.0000,0.0000,0.0000,0.8600,128.9900,0.0000,Hectarea
San Simon Zahuatlan,1,10.0000,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,Hectarea
Santa Ana,1,5602.0000,100.0000,0.0000,0.0000,0.0000,5502.0000,0.0000,Hectarea
Santa Ana Cuauhtemoc,1,1600.0000,200.0000,0.0000,0.0000,0.0000,1400.0000,0.0000,Hectarea
Santa Ana del Valle,1,13.1100,0.0000,0.0000,7.4200,0.0000,5.6900,0.0000,Hectarea
Santa Ana Tlapacoyan,1,30.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,Hectarea
Santa Ana Yareni,1,6.9800,3.9900,0.0000,0.0000,0.0000,2.9900,0.0000,Hectarea
Santa Catarina Cuixtla,1,129.4000,25.0000,0.0000,0.0000,0.0000,104.4000,0.0000,Hectarea
Santa Catarina Ixtepeji,1,17.0800,6.3200,0.0000,3.1600,0.0000,7.5900,0.0000,Hectarea
Santa Catarina Juquila,2,13.9600,13.9600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santa Catarina Loxicha,1,6.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santa Catarina Mechoacan,1,345.6000,2.4500,0.0000,0.0000,4.0800,339.0700,0.0000,Hectarea
Santa Catarina Minas,1,1998.1000,1995.0000,0.0000,0.0000,0.0000,3.1000,0.0000,Hectarea
Santa Catarina Tayata,1,2181.5600,100.0000,8.0000,600.0000,30.0000,1443.5600,8.0000,Hectarea
Santa Catarina Yosonotu,1,274.8700,273.5000,0.0000,1.3700,0.0000,0.0000,0.0000,Hectarea
Santa Catarina Zapoquila,3,873.0300,97.0000,0.0000,772.0000,0.0000,4.0300,0.0000,Hectarea
